RX Date/Time,Left Hip Yaw(field 1),Left Hip Roll(field 2),Left Hip Pitch(field 3),Left Knee Pitch(field 4),Left Ankle Pitch(field 5),Right Hip Yaw(field 6),Right Hip Roll(field 7),Right Hip Pitch(field 8),Right Knee Pitch(field 9),Right Ankle Pitch(field 10)
2025/04/01/ 21:40:37::703,-0.058325,1.131314,0.527562,-0.178314,-0.353414,0.278099,-3.666864,0.370585,1.188602,-1.997154
2025/04/01/ 21:40:37::733,-0.116512,1.16405,0.475042,0.06344,-0.172369,0.287003,-3.711065,0.300247,1.277545,-2.079108
2025/04/01/ 21:40:37::763,-0.15566,1.117772,0.613555,0.074318,-0.083413,0.300378,-3.289642,0.248695,1.11209,-2.111163
2025/04/01/ 21:40:37::793,-0.202946,0.914168,0.651121,0.32693,-0.126603,0.270394,-2.588293,-0.00354,1.074159,-2.055211
2025/04/01/ 21:40:37::828,-0.243304,0.547742,0.650602,0.816273,-0.244445,0.244768,-1.839235,-0.177266,0.739683,-1.983543
2025/04/01/ 21:40:37::856,-0.220902,0.293032,0.642155,1.099504,-0.556322,0.149128,-1.252852,-0.052703,0.361016,-1.827869
2025/04/01/ 21:40:37::884,-0.227079,0.535457,0.664716,0.837754,-0.872133,0.046883,-1.090402,-0.251888,0.250838,-1.644525
2025/04/01/ 21:40:37::914,-0.346003,1.310491,0.654837,0.945616,-1.146384,-0.143853,-0.994467,-0.184984,-0.254162,-1.370383
2025/04/01/ 21:40:37::944,-0.208391,2.097325,0.645318,1.325521,-1.1529,-0.059932,-0.89653,-0.337186,-0.671416,-1.021149
2025/04/01/ 21:40:37::974,-0.143425,2.877626,0.742734,1.545264,-1.216357,-0.221154,-0.832374,-0.487118,-1.029351,-0.607026
2025/04/01/ 21:40:38::004,-0.108233,3.631234,0.822014,1.730159,-1.342571,-0.179051,-1.027862,-0.559056,-0.874804,-0.313654
2025/04/01/ 21:40:38::033,0.025869,4.16926,0.867989,1.89344,-1.49582,-0.206526,-1.168588,-0.290253,-0.801678,-0.095348
2025/04/01/ 21:40:38::083,-0.026984,4.195506,0.920763,1.870084,-1.670997,-0.195916,-1.211514,0.020898,-0.554809,-0.057357
2025/04/01/ 21:40:38::094,0.01302,3.690506,0.689832,1.760248,-1.830444,-0.109608,-1.285244,0.275995,-0.211202,-0.004266
2025/04/01/ 21:40:38::127,0.114515,2.69739,0.482226,1.505504,-1.928855,-0.043591,-1.173339,0.155671,-0.024408,-0.154366
2025/04/01/ 21:40:38::154,0.163638,1.656306,0.377044,1.086592,-2.009021,0.146455,-0.943629,-0.136759,0.462716,-0.462591
2025/04/01/ 21:40:38::190,0.17651,1.271075,0.518615,0.618334,-1.822931,0.198861,-0.964582,-0.119714,0.392977,-0.851281
2025/04/01/ 21:40:38::216,0.138515,1.120522,0.622939,0.269722,-1.564183,0.131382,-1.264447,-0.221687,0.377838,-1.249779
2025/04/01/ 21:40:38::253,0.102344,0.982655,0.592634,0.007971,-1.218156,0.195131,-1.76378,-0.155541,0.558573,-1.521631
2025/04/01/ 21:40:38::275,0.051328,0.924724,0.443621,-0.016878,-0.956607,0.329252,-2.519274,-0.024932,0.750602,-1.718464
2025/04/01/ 21:40:38::314,-0.026742,0.900703,0.587715,-0.127924,-0.660009,0.221226,-3.097755,0.210633,0.972618,-1.914891
2025/04/01/ 21:40:38::333,-0.045776,1.0105,0.645246,-0.014583,-0.398914,0.190657,-3.573423,0.33631,1.187114,-2.048861
2025/04/01/ 21:40:38::363,-0.070512,1.094228,0.67645,0.10989,-0.179333,0.249364,-3.696353,0.346965,1.191094,-2.172595
2025/04/01/ 21:40:38::407,-0.118567,1.044978,0.689642,0.117285,-0.058331,0.316033,-3.446277,0.233118,1.099854,-2.256905
2025/04/01/ 21:40:38::423,-0.175231,0.949024,0.752525,0.351321,-0.054656,0.342137,-2.798911,-0.028325,0.884928,-2.289941
2025/04/01/ 21:40:38::453,-0.21788,0.671841,0.755076,0.735634,-0.170666,0.293239,-2.085745,-0.302847,0.720024,-2.252914
2025/04/01/ 21:40:38::483,-0.292822,0.370298,0.724561,1.092128,-0.452839,0.168325,-1.479021,-0.259885,0.342013,-2.147711
2025/04/01/ 21:40:38::529,-0.222276,0.409504,0.718715,0.986673,-0.766773,0.074799,-1.149387,-0.31533,0.189948,-1.953286
2025/04/01/ 21:40:38::543,-0.315384,1.057764,0.641663,0.886889,-1.099722,-0.154541,-1.041998,-0.265935,-0.031289,-1.635221
2025/04/01/ 21:40:38::575,-0.290589,1.775479,0.673174,1.09223,-1.212978,-0.125701,-0.921338,-0.009097,-0.565096,-1.231277
2025/04/01/ 21:40:38::606,-0.200067,2.542026,0.863678,1.281233,-1.289511,-0.116568,-0.894374,-0.408386,-0.597289,-0.883332
2025/04/01/ 21:40:38::634,-0.18849,3.476231,0.74165,1.613587,-1.462093,-0.235086,-1.034965,-0.540216,-0.839645,-0.474808
2025/04/01/ 21:40:38::666,-0.105807,3.980731,0.742642,1.698019,-1.615453,-0.188467,-1.185277,-0.275167,-0.927737,-0.287964
2025/04/01/ 21:40:38::693,0.065825,4.257097,0.727553,1.748083,-1.781396,-0.168333,-1.396776,-0.079963,-0.610836,-0.120741
2025/04/01/ 21:40:38::726,0.143772,3.588857,0.688805,1.670062,-1.913443,-0.181934,-1.295626,0.034083,-0.041398,-0.095867
2025/04/01/ 21:40:38::753,0.197922,2.950194,0.517254,1.456232,-1.989742,-0.066085,-1.270112,0.233859,-0.05516,-0.175134
2025/04/01/ 21:40:38::783,0.292591,1.960019,0.438435,1.17152,-1.987221,0.109934,-0.982322,0.058316,0.487433,-0.481744
2025/04/01/ 21:40:38::815,0.15601,1.371263,0.535557,0.793093,-1.874883,0.204866,-0.84553,-0.184152,0.484701,-0.828009
2025/04/01/ 21:40:38::843,0.209425,1.225293,0.625003,0.218236,-1.60376,0.169708,-1.161876,-0.06744,0.230786,-1.19359
2025/04/01/ 21:40:38::876,0.084956,1.084229,0.49791,-0.018253,-1.244747,0.159577,-1.652638,-0.221983,0.604805,-1.460018
2025/04/01/ 21:40:38::903,0.029917,0.995424,0.313873,0.013813,-0.989282,0.285643,-2.241157,-0.08891,0.681024,-1.608469
2025/04/01/ 21:40:38::954,-0.047551,0.956147,0.465646,-0.316993,-0.725842,0.270217,-2.861889,0.161013,0.932827,-1.814118
2025/04/01/ 21:40:38::963,-0.067789,1.063453,0.593077,-0.207798,-0.475173,0.174616,-3.271301,0.321154,1.134454,-1.904549
2025/04/01/ 21:40:39::004,-0.12664,1.079068,0.390286,0.207718,-0.246702,0.253343,-3.521867,0.337602,1.356187,-1.976576
2025/04/01/ 21:40:39::024,-0.106442,1.056309,0.692871,-0.014921,-0.111839,0.286007,-3.418893,0.416068,1.214687,-2.018696
2025/04/01/ 21:40:39::067,-0.161079,0.99809,0.705463,0.100718,-0.099567,0.284487,-2.904896,0.192249,1.23921,-1.969491
2025/04/01/ 21:40:39::083,-0.187495,0.737408,0.606089,0.6367,-0.120917,0.227233,-2.223653,-0.046659,0.977205,-1.946826
2025/04/01/ 21:40:39::113,-0.189394,0.370524,0.592068,0.921863,-0.308274,0.135722,-1.623881,-0.047837,0.458782,-1.838551
2025/04/01/ 21:40:39::156,-0.22664,0.220708,0.695857,0.918609,-0.657674,0.071729,-1.157578,-0.259075,0.500558,-1.730941
2025/04/01/ 21:40:39::173,-0.276763,0.660239,0.633442,0.802723,-0.952144,-0.05806,-1.023463,-0.245307,0.193797,-1.5515
2025/04/01/ 21:40:39::204,-0.309737,1.44658,0.568455,1.048801,-1.095991,-0.172537,-0.950745,-0.152889,-0.445771,-1.210779
2025/04/01/ 21:40:39::234,-0.169506,2.226708,0.717293,1.408419,-1.133458,-0.068259,-0.855944,-0.360589,-0.812034,-0.818687
2025/04/01/ 21:40:39::277,-0.138689,3.025687,0.837205,1.670285,-1.218262,-0.14698,-0.866186,-0.573129,-0.912689,-0.490168
2025/04/01/ 21:40:39::293,-0.084855,3.757967,0.868568,1.84204,-1.368216,-0.237175,-0.972037,-0.474155,-0.945972,-0.224424
2025/04/01/ 21:40:39::324,0.026987,4.07777,0.861504,1.882295,-1.534579,-0.184724,-1.15484,-0.118806,-0.749236,-0.130841
2025/04/01/ 21:40:39::354,-0.024172,3.953105,0.795965,1.886863,-1.7131,-0.180741,-1.286993,0.151604,-0.451316,-0.036862
2025/04/01/ 21:40:39::397,0.015696,3.28898,0.554483,1.739799,-1.878263,-0.123939,-1.295309,0.148117,-0.189915,0.000099
2025/04/01/ 21:40:39::412,0.172607,2.320875,0.388184,1.403158,-2.005068,0.088573,-1.127021,0.142108,0.298122,-0.206104
2025/04/01/ 21:40:39::444,0.154769,1.596704,0.508941,0.900028,-1.898452,0.253019,-0.921146,-0.169038,0.412099,-0.539631
2025/04/01/ 21:40:39::474,0.205014,1.192382,0.586977,0.467526,-1.762509,0.169824,-1.046041,-0.063256,0.360715,-0.97607
2025/04/01/ 21:40:39::507,0.144297,1.050491,0.699572,0.100494,-1.473445,0.173228,-1.513084,-0.264189,0.567812,-1.357238
2025/04/01/ 21:40:39::533,0.076857,0.989212,0.513824,-0.021919,-1.153138,0.248914,-2.029549,-0.153091,0.670663,-1.616272
2025/04/01/ 21:40:39::564,-0.01505,0.926818,0.47594,-0.048422,-0.822063,0.276205,-2.763183,0.130794,0.751452,-1.836885
2025/04/01/ 21:40:39::593,0.003248,1.010497,0.668968,-0.043028,-0.56962,0.160097,-3.293465,0.204081,1.145861,-2.008935
2025/04/01/ 21:40:39::627,-0.0361,1.102619,0.633018,0.111887,-0.342265,0.214789,-3.661391,0.409248,1.260888,-2.149658
2025/04/01/ 21:40:39::653,-0.051422,1.152618,0.725801,0.134271,-0.15131,0.28821,-3.701713,0.364521,1.163639,-2.265569
2025/04/01/ 21:40:39::689,-0.126249,1.159477,0.727645,0.159466,-0.0486,0.287402,-3.435483,0.146852,1.036362,-2.330821
2025/04/01/ 21:40:39::716,-0.171322,0.97646,0.777733,0.408258,-0.095236,0.271206,-2.774487,-0.116017,0.796587,-2.296485
2025/04/01/ 21:40:39::753,-0.215574,0.673896,0.76919,0.77732,-0.240314,0.241299,-2.057142,-0.145948,0.631605,-2.229779
2025/04/01/ 21:40:39::773,-0.273515,0.387062,0.767042,1.12225,-0.546633,0.144073,-1.394092,-0.334885,0.329643,-2.137871
2025/04/01/ 21:40:39::804,-0.252383,0.578064,0.76837,0.901872,-0.835062,0.021756,-1.17665,-0.293141,0.142823,-1.916664
2025/04/01/ 21:40:39::834,-0.406481,1.3258,0.63256,0.947778,-1.115067,-0.207115,-1.050275,-0.186888,-0.256243,-1.484726
2025/04/01/ 21:40:39::863,-0.238877,2.089407,0.782971,1.178435,-1.196556,-0.074209,-0.951478,-0.1942,-0.650798,-1.095382
2025/04/01/ 21:40:39::899,-0.145703,2.903415,0.7911,1.374964,-1.302046,-0.149755,-0.929815,-0.493206,-0.80369,-0.683552
2025/04/01/ 21:40:39::923,-0.138756,3.641923,0.729743,1.688077,-1.436318,-0.247334,-1.054485,-0.603236,-0.973787,-0.342735
2025/04/01/ 21:40:39::959,0.004665,4.227836,0.811704,1.736574,-1.592663,-0.151412,-1.229069,-0.258789,-0.918615,-0.210617
2025/04/01/ 21:40:39::983,0.068271,4.248579,0.767212,1.852435,-1.730412,-0.240108,-1.306516,0.01948,-0.589653,-0.092693
2025/04/01/ 21:40:40::013,0.116797,3.805963,0.669667,1.790675,-1.877708,-0.212854,-1.405244,0.237822,-0.2507,0.019669
2025/04/01/ 21:40:40::045,0.244399,2.893534,0.512281,1.578727,-1.977121,0.038445,-1.294147,0.265901,0.032038,-0.106961
2025/04/01/ 21:40:40::073,0.308521,1.855209,0.385369,1.254448,-1.921004,0.141457,-1.024094,0.026512,0.469406,-0.431398
2025/04/01/ 21:40:40::103,0.19432,1.413027,0.495674,0.642802,-1.764274,0.223523,-0.970022,-0.147243,0.476577,-0.799619
2025/04/01/ 21:40:40::147,0.187912,1.265429,0.493739,0.182545,-1.539178,0.124603,-1.271097,-0.102895,0.426694,-1.186054
2025/04/01/ 21:40:40::163,0.075503,1.1199,0.415769,-0.1143,-1.206913,0.126757,-1.734398,-0.143473,0.635722,-1.432055
2025/04/01/ 21:40:40::193,0.058624,1.021732,0.290881,-0.206003,-0.954739,0.336164,-2.700944,0.00835,0.821861,-1.614867
2025/04/01/ 21:40:40::224,-0.021925,0.90912,0.362434,-0.360613,-0.683528,0.226839,-3.29034,0.289858,1.097051,-1.790649
2025/04/01/ 21:40:40::268,-0.056978,1.065664,0.350515,-0.208223,-0.396103,0.215469,-3.802714,0.384544,1.500089,-1.87345
2025/04/01/ 21:40:40::283,-0.133081,1.213095,0.494284,-0.098066,-0.166628,0.272828,-3.93445,0.580707,1.425821,-1.948953
2025/04/01/ 21:40:40::314,-0.109025,1.177649,0.503457,-0.112275,-0.061584,0.312868,-3.665313,0.4174,1.446462,-1.948589
2025/04/01/ 21:40:40::343,-0.186109,1.011258,0.475979,0.156406,-0.024167,0.350717,-3.154156,0.188415,1.309101,-1.936516
2025/04/01/ 21:40:40::389,-0.166893,0.670822,0.598197,0.618362,-0.1644,0.301147,-2.362247,-0.026991,0.985662,-1.897766
2025/04/01/ 21:40:40::403,-0.21377,0.335488,0.646973,0.900089,-0.401895,0.247535,-1.575656,-0.091177,0.640107,-1.792477
2025/04/01/ 21:40:40::439,-0.266444,0.332447,0.693823,0.91218,-0.747045,0.142805,-1.16448,-0.057034,0.412283,-1.690491
2025/04/01/ 21:40:40::466,-0.265165,1.012049,0.596738,0.862434,-1.04223,-0.040059,-1.062909,-0.008199,0.096369,-1.480454
2025/04/01/ 21:40:40::502,-0.275822,1.812737,0.683049,1.163287,-1.131606,-0.173886,-0.953671,-0.044074,-0.557769,-1.127409
2025/04/01/ 21:40:40::524,-0.160433,2.623961,0.765146,1.414299,-1.162886,-0.097162,-0.896318,-0.462155,-0.623078,-0.74748
2025/04/01/ 21:40:40::564,-0.155131,3.410928,0.740367,1.734682,-1.264779,-0.234748,-0.957536,-0.479796,-0.907919,-0.38446
2025/04/01/ 21:40:40::584,-0.033347,3.916993,0.799068,1.846413,-1.413051,-0.149076,-1.151361,-0.339507,-0.914027,-0.18657
2025/04/01/ 21:40:40::614,0.029938,4.148821,0.816563,1.965779,-1.586679,-0.175309,-1.270885, -0.00480,-0.610997,-0.102278
2025/04/01/ 21:40:40::643,0.04716,3.874046,0.80106,1.849207,-1.755395,-0.189251,-1.335668,0.305131,-0.342682,0.022797
2025/04/01/ 21:40:40::673,0.117796,3.140831,0.584246,1.738165,-1.862684,-0.063108,-1.28472,0.231698,-0.052493,-0.045891
2025/04/01/ 21:40:40::710,0.250415,2.104631,0.433029,1.396148,-1.913793,0.059333,-1.01373,0.083511,0.384562,-0.320264
2025/04/01/ 21:40:40::737,0.185292,1.466372,0.463356,0.854203,-1.795259,0.273483,-0.859503,-0.186829,0.422311,-0.68371
2025/04/01/ 21:40:40::772,0.204156,1.289932,0.578577,0.305599,-1.581005,0.217678,-1.040699,-0.168217,0.253078,-1.076398
2025/04/01/ 21:40:40::795,0.089967,1.093492,0.499245,0.015172,-1.286617,0.109574,-1.527729,-0.33882,0.517805,-1.414015
2025/04/01/ 21:40:40::832,0.007545,0.962998,0.344835,-0.146553,-1.035059,0.334026,-2.281686,-0.126743,0.731053,-1.635
2025/04/01/ 21:40:40::853,-0.02578,0.844067,0.449845,-0.2081,-0.770837,0.231946,-2.957569,-0.018671,0.918435,-1.818308
2025/04/01/ 21:40:40::883,-0.051178,0.967001,0.541058,-0.266622,-0.486387,0.150593,-3.50263,0.251599,1.370169,-1.94045
2025/04/01/ 21:40:40::913,-0.089686,1.040373,0.559896,0.062854,-0.239769,0.186707,-3.765833,0.515827,1.382932,-2.023837
2025/04/01/ 21:40:40::943,-0.11909,1.072469,0.688719,0.041892,-0.041,0.217797,-3.630363,0.378674,1.501603,-2.070788
2025/04/01/ 21:40:40::973,-0.184036,1.026503,0.698796,0.158352,0.001495,0.260049,-3.102731,0.260716,1.282836,-2.03299
2025/04/01/ 21:40:41::003,-0.190051,0.762608,0.653208,0.579759,-0.070908,0.264542,-2.352672,-0.05326,0.962649,-1.98239
2025/04/01/ 21:40:41::033,-0.208619,0.402298,0.644547,0.854028,-0.246905,0.222513,-1.626923,-0.161599,0.625178,-1.881284
2025/04/01/ 21:40:41::065,-0.23893,0.264889,0.686395,0.932864,-0.621343,0.138922,-1.147077,-0.271049,0.457212,-1.835327
2025/04/01/ 21:40:41::093,-0.303745,0.726413,0.649107,0.90576,-0.905343,-0.016365,-1.013692,-0.178095,0.202824,-1.574021
2025/04/01/ 21:40:41::142,-0.279784,1.546119,0.766437,1.167039,-1.076511,-0.141286,-0.918941,-0.084601,-0.375359,-1.241808
2025/04/01/ 21:40:41::154,-0.114166,2.339546,0.869401,1.611275,-1.080831,-0.052304,-0.829139,-0.330568,-0.67654,-0.841353
2025/04/01/ 21:40:41::189,-0.119284,3.103672,1.015574,1.796162,-1.122744,-0.142154,-0.748894,-0.641063,-0.850012,-0.496592
2025/04/01/ 21:40:41::214,-0.007797,3.822623,0.93011,2.078843,-1.248207,-0.212114,-0.989013,-0.514995,-1.095342,-0.216037
2025/04/01/ 21:40:41::262,0.076479,4.139865,0.891517,2.149935,-1.399584,-0.204987,-1.112116,-0.345976,-0.898152,-0.194018
2025/04/01/ 21:40:41::273,0.021056,4.01359,0.800254,2.03451,-1.531439,-0.164516,-1.238789,-0.048158,-0.623991,-0.044128
2025/04/01/ 21:40:41::315,0.062466,3.381451,0.606804,1.835101,-1.679477,-0.059403,-1.24141,0.228777,-0.294579,-0.021487
2025/04/01/ 21:40:41::333,0.172844,2.353445,0.563601,1.531684,-1.729308,-0.007424,-1.087305,0.017238,0.092982,-0.195943
2025/04/01/ 21:40:41::363,0.144596,1.604451,0.5362,1.211528,-1.742716,0.223156,-0.896892,-0.204735,0.419344,-0.520767
2025/04/01/ 21:40:41::397,0.24764,1.233562,0.655721,0.69012,-1.609418,0.284925,-0.983506,-0.113374,0.437139,-0.919297
2025/04/01/ 21:40:41::424,0.124323,1.08465,0.743537,0.238407,-1.3465,0.066233,-1.439043,-0.158468,0.551302,-1.302882
2025/04/01/ 21:40:41::464,0.041671,0.969594,0.517206,-0.025791,-1.066786,0.260999,-2.094396,-0.091454,0.685918,-1.537835
2025/04/01/ 21:40:41::483,-0.021175,0.771765,0.375006,-0.108302,-0.817428,0.233038,-2.757535,-0.006965,0.864588,-1.732909
2025/04/01/ 21:40:41::517,0.020137,0.889807,0.561363,-0.303946,-0.557918,0.237276,-3.414347,0.188478,1.181835,-1.891215
2025/04/01/ 21:40:41::543,-0.054184,1.010275,0.592382,-0.157943,-0.308426,0.174114,-3.72016,0.363494,1.355864,-1.974693
2025/04/01/ 21:40:41::583,-0.082858,1.125422,0.690001,0.162257,-0.131004,0.251109,-3.715805,0.365439,1.432621,-2.059482
2025/04/01/ 21:40:41::603,-0.13823,1.100909,0.840634,0.183527,-0.031885,0.304842,-3.362366,0.319779,1.411582,-2.063348
2025/04/01/ 21:40:41::633,-0.157373,0.901398,0.876213,0.459172,-0.079829,0.344979,-2.677815,0.13045,1.120991,-2.034716
2025/04/01/ 21:40:41::670,-0.212956,0.553363,0.755554,0.94854,-0.215019,0.267587,-1.936865,-0.190875,0.777692,-1.96387
2025/04/01/ 21:40:41::694,-0.253334,0.326542,0.724634,1.047953,-0.47275,0.215472,-1.259446,-0.167873,0.444303,-1.833262
2025/04/01/ 21:40:41::723,-0.261993,0.567928,0.674591,0.791621,-0.830139,0.088604,-0.993937,-0.189808,0.167252,-1.657017
2025/04/01/ 21:40:41::754,-0.348633,1.387237,0.583011,0.952179,-1.085603,-0.07208,-0.900075,-0.176499,-0.231487,-1.347937
2025/04/01/ 21:40:41::788,-0.211869,2.138469,0.6646,1.420032,-1.101904,-0.071192,-0.7845,-0.219951,-0.590955,-0.94963
2025/04/01/ 21:40:41::815,-0.069279,2.95156,0.909997,1.659418,-1.133155,-0.070348,-0.77942,-0.444331,-0.855314,-0.56789
2025/04/01/ 21:40:41::844,0.037027,3.762211,0.992905,2.002536,-1.214687,-0.225462,-0.971677,-0.496109,-0.887006,-0.254296
2025/04/01/ 21:40:41::877,0.221522,4.150416,1.078531,2.185479,-1.331863,-0.154674,-1.087945,-0.310414,-0.791913,-0.101643
2025/04/01/ 21:40:41::904,0.186699,4.226873,1.016298,2.222017,-1.463694,-0.218056,-1.242967,-0.004423,-0.725819,-0.008238
2025/04/01/ 21:40:41::940,0.209851,3.699135,0.831948,2.04734,-1.521175,-0.144235,-1.281484,0.199239,-0.365867,0.036377
2025/04/01/ 21:40:41::964,0.25986,2.872873,0.58523,1.759955,-1.583632,0.008776,-1.203778,0.079717,-0.088498,-0.06738
2025/04/01/ 21:40:42::020,0.202529,1.831312,0.459322,1.439101,-1.593224,0.183568,-0.954785,-0.071171,0.290318,-0.321375
2025/04/01/ 21:40:42::023,0.160334,1.703764,0.674585,0.343275,-1.314105,0.387646,-1.471684,-0.11384,0.637674,-0.705069
2025/04/01/ 21:40:42::065,0.175421,1.400542,0.406841,0.351009,-1.105287,0.042723,-1.690063,0.07241,0.394587,-1.047261
2025/04/01/ 21:40:42::084,0.106055,1.160653,0.253361,-0.038863,-0.932104,0.330438,-2.548148,-0.219362,1.031857,-1.285764
2025/04/01/ 21:40:42::129,0.02292,1.001691,0.369462,-0.624376,-0.737007,0.263421,-3.306327,0.054347,1.222822,-1.394552
2025/04/01/ 21:40:42::144,0.026214,1.015733,0.247722,-0.335099,-0.480066,0.24438,-3.862067,0.39771,1.377273,-1.515728
2025/04/01/ 21:40:42::173,-0.018397,1.217283,0.267877,-0.334071,-0.182833,0.194472,-4.132396,0.539966,1.673414,-1.579314
2025/04/01/ 21:40:42::204,-0.070726,1.357256,0.561707,-0.15973,-0.089481,0.293058,-4.107105,0.552188,1.7963,-1.644232
2025/04/01/ 21:40:42::237,-0.135671,1.354073,0.594557,-0.092516,-0.017279,0.354081,-3.762537,0.597277,1.687024,-1.638669
2025/04/01/ 21:40:42::264,-0.12022,1.128323,0.614556,0.511069,-0.063082,0.373005,-3.035206,0.387118,1.408082,-1.617993
2025/04/01/ 21:40:42::293,-0.153576,0.862517,0.687866,0.854954,-0.194706,0.386876,-2.174739,0.143583,1.133278,-1.580711
2025/04/01/ 21:40:42::341,-0.187805,0.611476,0.68998,1.122041,-0.522366,0.328963,-1.419113,-0.005938,0.728125,-1.547825
2025/04/01/ 21:40:42::353,-0.248149,0.762862,0.603244,0.903685,-0.879781,0.218973,-1.026217,-0.069478,0.40969,-1.384693
2025/04/01/ 21:40:42::384,-0.260928,1.287097,0.457949,0.96083,-1.056366,0.087326,-0.840786,-0.132113,-0.02661,-1.153855
2025/04/01/ 21:40:42::413,-0.276614,1.992533,0.362169,1.575794,-1.048413,-0.082458,-0.683496,-0.104813,-0.584844,-0.845776
2025/04/01/ 21:40:42::473,-0.027746,2.775489,0.876228,1.534369,-1.039722,0.019001,-0.627711,-0.321592,-0.788167,-0.493855
2025/04/01/ 21:40:42::474,-0.040335,3.589152,0.855894,1.937848,-1.178145,-0.108936,-0.707155,-0.305305,-0.812951,-0.196993
2025/04/01/ 21:40:42::505,0.194529,3.905298,0.943503,2.098196,-1.274022,-0.208885,-0.847578,-0.273809,-0.770431,-0.072156
2025/04/01/ 21:40:42::533,0.108083,4.062954,0.882303,2.102892,-1.457905,-0.143473,-1.018512,0.137004,-0.815042,-0.022146
2025/04/01/ 21:40:42::586,0.118286,3.720058,0.628644,2.041235,-1.569003,-0.086493,-1.119638,0.206327,-0.449049,0.056009
2025/04/01/ 21:40:42::593,0.176425,2.933696,0.388381,1.719334,-1.650935,-0.063739,-1.055995,0.167994,-0.138744,0.019693
2025/04/01/ 21:40:42::629,0.163796,1.96211,0.441839,1.12923,-1.656923,0.074698,-0.868296,0.164151,0.275857,-0.227963
2025/04/01/ 21:40:42::654,0.104413,1.359524,0.400983,0.860373,-1.581685,0.267649,-0.79677,-0.073564,0.515187,-0.5779
2025/04/01/ 21:40:42::690,0.18159,1.093075,0.518197,0.398484,-1.476663,0.256948,-1.090312,0.058012,0.565318,-1.035797
2025/04/01/ 21:40:42::714,0.095351,0.908354,0.562081,0.005864,-1.251649,0.207277,-1.532972,-0.048515,0.812212,-1.353086
2025/04/01/ 21:40:42::753,0.018387,0.72029,0.330096,-0.259256,-0.974993,0.253136,-2.49125,0.135903,1.111682,-1.536998
2025/04/01/ 21:40:42::776,-0.037603,0.588943,0.384818,-0.444727,-0.70593,0.202209,-3.26198,0.260735,1.424373,-1.684216
2025/04/01/ 21:40:42::816,-0.044292,0.722197,0.369265,-0.389073,-0.363443,0.100849,-3.815794,0.395641,1.653066,-1.794232
2025/04/01/ 21:40:42::834,-0.103217,0.830015,0.313218,-0.236143,-0.088633,0.112198,-4.00066,0.539146,1.717592,-1.850002
2025/04/01/ 21:40:42::863,-0.116764,0.975658,0.538117,-0.116929,0.038261,0.194866,-3.823397,0.55492,1.605001,-1.894994
2025/04/01/ 21:40:42::910,-0.109606,0.9061,0.6031,0.030312,0.108296,0.259735,-3.2955,0.414169,1.472131,-1.906637
2025/04/01/ 21:40:42::923,-0.128786,0.655317,0.578971,0.554323,0.048575,0.281755,-2.499042,0.164571,1.155665,-1.915797
2025/04/01/ 21:40:42::954,-0.147258,0.322001,0.616499,0.938294,-0.256482,0.275228,-1.801083,-0.073751,0.925619,-1.875709
2025/04/01/ 21:40:42::984,-0.22669,0.187822,0.729979,0.845326,-0.597287,0.19857,-1.279687,-0.192249,0.611551,-1.810877
2025/04/01/ 21:40:43::014,-0.322404,0.708002,0.598935,0.810855,-0.964251,0.020287,-1.098756,-0.114396,0.134079,-1.592018
2025/04/01/ 21:40:43::044,-0.287061,1.443613,0.492047,0.931748,-1.136755,-0.235654,-1.01846,-0.1986,-0.446755,-1.25933
2025/04/01/ 21:40:43::074,-0.232647,2.2974,0.582159,1.278351,-1.149626,-0.143929,-0.799063,-0.412147,-0.807724,-0.941773
2025/04/01/ 21:40:43::106,-0.133999,3.132183,0.750788,1.51345,-1.226657,-0.168908,-0.818069,-0.536486,-1.117446,-0.540411
2025/04/01/ 21:40:43::134,-0.15051,3.863426,0.93341,1.696025,-1.401403,-0.303111,-0.957582,-0.488146,-0.849373,-0.230105
2025/04/01/ 21:40:43::163,-0.010375,4.188006,1.030581,1.840848,-1.605145,-0.266056,-1.094156,-0.164371,-0.668637,-0.059387
2025/04/01/ 21:40:43::195,-0.057459,4.041027,0.873742,1.847171,-1.802786,-0.146764,-1.25905,0.224693,-0.403005,0.018653
2025/04/01/ 21:40:43::224,-0.000127,3.326481,0.585047,1.659441,-1.989034,-0.086555,-1.217096,0.117968,-0.23641,0.026036
2025/04/01/ 21:40:43::260,0.122503,2.360891,0.419588,1.288382,-2.127001,0.012704,-1.024342,0.108904,0.127707,-0.198145
2025/04/01/ 21:40:43::283,0.100798,1.730147,0.4356,0.822535,-2.110912,0.253629,-0.833279,-0.246534,0.337993,-0.554178
2025/04/01/ 21:40:43::342,0.247692,1.4326,0.56447,0.546418,-1.979635,0.204686,-0.900184,-0.136983,0.237379,-0.978
2025/04/01/ 21:40:43::343,0.128956,1.237484,0.78619,0.192359,-1.677331,0.102727,-1.280003,-0.327027,0.44432,-1.393317
2025/04/01/ 21:40:43::380,0.152886,1.173549,0.688067,0.192795,-1.337741,0.269119,-2.028015,-0.132928,0.554899,-1.63956
2025/04/01/ 21:40:43::403,-0.020741,1.172965,0.695932,0.294028,-0.899395,0.27085,-2.790921,-0.099642,0.713037,-1.821913
2025/04/01/ 21:40:43::446,0.0194,1.266804,0.930717,0.18813,-0.616503,0.191368,-3.341515,0.193602,0.921935,-2.026697
